Location,Sex,year,age,px
Argentina,Male,1956,16,0.99878894
Argentina,Male,1956,17,0.99865925
Argentina,Male,1956,18,0.99851211
Argentina,Male,1956,19,0.99834971
Argentina,Male,1956,20,0.99818099
Argentina,Male,1956,21,0.99802096
Argentina,Male,1956,22,0.99788422
Argentina,Male,1956,23,0.99778355
Argentina,Male,1956,24,0.99772071
Argentina,Male,1956,25,0.99768843
Argentina,Male,1956,26,0.9976737
Argentina,Male,1956,27,0.99766052
Argentina,Male,1956,28,0.99763774
Argentina,Male,1956,29,0.99759797
Argentina,Male,1956,30,0.99753794
Argentina,Male,1956,31,0.99745765
Argentina,Male,1956,32,0.99735637
Argentina,Male,1956,33,0.99723243
Argentina,Male,1956,34,0.99708129
Argentina,Male,1956,35,0.99689483
Argentina,Male,1956,36,0.99666374
Argentina,Male,1956,37,0.99637741
Argentina,Male,1956,38,0.99602786
Argentina,Male,1956,39,0.99561321
Argentina,Male,1956,40,0.99513793
Argentina,Male,1956,41,0.99461781
Argentina,Male,1956,42,0.99407174
Argentina,Male,1956,43,0.99351602
Argentina,Male,1956,44,0.99295986
Argentina,Male,1956,45,0.99239318
Argentina,Male,1956,46,0.99179683
Argentina,Male,1956,47,0.99114108
Argentina,Male,1956,48,0.99039433
Argentina,Male,1956,49,0.98953355
Argentina,Male,1956,50,0.98854
Argentina,Male,1956,51,0.98741126
Argentina,Male,1956,52,0.98615481
Argentina,Male,1956,53,0.98479477
Argentina,Male,1956,54,0.98337089
Argentina,Male,1956,55,0.98194139
Argentina,Male,1956,56,0.98057198
Argentina,Male,1956,57,0.97930404
Argentina,Male,1956,58,0.97815421
Argentina,Male,1956,59,0.97706245
Argentina,Male,1956,60,0.97592804
Argentina,Male,1956,61,0.97460412
Argentina,Male,1956,62,0.97292178
Argentina,Male,1956,63,0.97075803
Argentina,Male,1956,64,0.96799976
Argentina,Male,1956,65,0.9646157
Argentina,Male,1956,66,0.96062321
Argentina,Male,1956,67,0.95607271
Argentina,Male,1956,68,0.95105311
Argentina,Male,1956,69,0.94561468
Argentina,Male,1956,70,0.93978357
Argentina,Male,1956,71,0.93350106
Argentina,Male,1956,72,0.9266286
Argentina,Male,1956,73,0.9189092
Argentina,Male,1956,74,0.90995749
Argentina,Male,1956,75,0.89926118
Argentina,Male,1956,76,0.88616428
Argentina,Male,1956,77,0.87020907
Argentina,Male,1956,78,0.8512169
Argentina,Male,1956,79,0.82979946
Argentina,Male,1956,80,0.80761645
Argentina,Male,1956,81,0.79059764
Argentina,Male,1956,82,0.77456968
Argentina,Male,1956,83,0.75913769
Argentina,Male,1956,84,0.74393376
Argentina,Male,1956,85,0.72861466
Argentina,Male,1956,86,0.71286111
Argentina,Male,1956,87,0.69637819
Argentina,Male,1956,88,0.67889682
Argentina,Male,1956,89,0.66017599
Argentina,Male,1956,90,0.6400054
Argentina,Male,1956,91,0.61660139
Argentina,Male,1956,92,0.59292388
Argentina,Male,1956,93,0.56938309
Argentina,Male,1956,94,0.54604911
Argentina,Male,1956,95,0.53475552
Argentina,Male,1956,96,0.51750327
Argentina,Male,1956,97,0.50119556
Argentina,Male,1956,98,0.48587532
Argentina,Male,1956,99,0.47156582
Argentina,Male,1956,100,0
Argentina,Male,1957,0,0.92902468
Argentina,Male,1957,1,0.9937857
Argentina,Male,1957,2,0.99573506
Argentina,Male,1957,3,0.99703865
Argentina,Male,1957,4,0.99789233
Argentina,Male,1957,5,0.9984407
Argentina,Male,1957,6,0.99878492
Argentina,Male,1957,7,0.99899212
Argentina,Male,1957,8,0.99910892
Argentina,Male,1957,9,0.99916245
Argentina,Male,1957,10,0.9991711
Argentina,Male,1957,11,0.99914612
Argentina,Male,1957,12,0.99909471
Argentina,Male,1957,13,0.99902255
Argentina,Male,1957,14,0.99893239
Argentina,Male,1957,15,0.99882626
Argentina,Male,1957,16,0.99870473
Argentina,Male,1957,17,0.99856818
Argentina,Male,1957,18,0.99841922
Argentina,Male,1957,19,0.99826301
Argentina,Male,1957,20,0.9981086
Argentina,Male,1957,21,0.99796826
Argentina,Male,1957,22,0.99785222
Argentina,Male,1957,23,0.99776799
Argentina,Male,1957,24,0.99771446
Argentina,Male,1957,25,0.99768392
Argentina,Male,1957,26,0.9976649
Argentina,Male,1957,27,0.99764408
