Location,Sex,year,age,px,fx
Brazil,Female,1952,27,0.99493438,0.320974
Brazil,Female,1952,28,0.99481442,0.31157999999999997
Brazil,Female,1952,29,0.99467452,0.299332
Brazil,Female,1952,30,0.9945187,0.284587
Brazil,Female,1952,31,0.99435469,0.269854
Brazil,Female,1952,32,0.99418966,0.255461
Brazil,Female,1952,33,0.99402997,0.24230600000000002
Brazil,Female,1952,34,0.99387539,0.22999799999999998
Brazil,Female,1952,35,0.99372218,0.216421
Brazil,Female,1952,36,0.99356375,0.20013499999999998
Brazil,Female,1952,37,0.99339243,0.182521
Brazil,Female,1952,38,0.99320539,0.16370099999999999
Brazil,Female,1952,39,0.99300277,0.143358
Brazil,Female,1952,40,0.99278948,0.12121599999999999
Brazil,Female,1952,41,0.9925729,0.099157
Brazil,Female,1952,42,0.99235511,0.07735500000000001
Brazil,Female,1952,43,0.9921339,0.057805
Brazil,Female,1952,44,0.99189572,0.041136000000000006
Brazil,Female,1952,45,0.99161887,0.027882999999999998
Brazil,Female,1952,46,0.99127961,0.018617
Brazil,Female,1952,47,0.99085225,0.012240000000000001
Brazil,Female,1952,48,0.99032495,0.008216
Brazil,Female,1952,49,0.98969767,0.004927
Brazil,Female,1952,50,0.98898807,0
Brazil,Female,1952,51,0.98823162,0
Brazil,Female,1952,52,0.98745765,0
Brazil,Female,1952,53,0.98668763,0
Brazil,Female,1952,54,0.98591252,0
Brazil,Female,1952,55,0.98509105,0
Brazil,Female,1952,56,0.98416658,0
Brazil,Female,1952,57,0.98306674,0
Brazil,Female,1952,58,0.98174006,0
Brazil,Female,1952,59,0.98016161,0
Brazil,Female,1952,60,0.97834084,0
Brazil,Female,1952,61,0.976335,0
Brazil,Female,1952,62,0.97420351,0
Brazil,Female,1952,63,0.97199854,0
Brazil,Female,1952,64,0.96972884,0
Brazil,Female,1952,65,0.9673348,0
Brazil,Female,1952,66,0.96472321,0
Brazil,Female,1952,67,0.96176234,0
Brazil,Female,1952,68,0.95833925,0
Brazil,Female,1952,69,0.95438799,0
Brazil,Female,1952,70,0.94988708,0
Brazil,Female,1952,71,0.94489418,0
Brazil,Female,1952,72,0.93947692,0
Brazil,Female,1952,73,0.93368755,0
Brazil,Female,1952,74,0.9275323,0
Brazil,Female,1952,75,0.92091498,0
Brazil,Female,1952,76,0.91370403,0
Brazil,Female,1952,77,0.90573767,0
Brazil,Female,1952,78,0.89689581,0
Brazil,Female,1952,79,0.88718509,0
Brazil,Female,1952,80,0.87669675,0
Brazil,Female,1952,81,0.86565402,0
Brazil,Female,1952,82,0.85427232,0
Brazil,Female,1952,83,0.84262794,0
Brazil,Female,1952,84,0.83066684,0
Brazil,Female,1952,85,0.8180648,0
Brazil,Female,1952,86,0.80443637,0
Brazil,Female,1952,87,0.7894378,0
Brazil,Female,1952,88,0.77283876,0
Brazil,Female,1952,89,0.75477848,0
Brazil,Female,1952,90,0.7355855,0
Brazil,Female,1952,91,0.71585183,0
Brazil,Female,1952,92,0.69622992,0
Brazil,Female,1952,93,0.67719002,0
Brazil,Female,1952,94,0.65910651,0
Brazil,Female,1952,95,0.64036907,0
Brazil,Female,1952,96,0.62138444,0
Brazil,Female,1952,97,0.60269446,0
Brazil,Female,1952,98,0.58441296,0
Brazil,Female,1952,99,0.56664362,0
