1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
173.205,178.584,187.192,196.962,205.712,211.566,216.078,222.932,230.786,237.767,241.202,244.564,250.848,255.932,260.25,261.229,263.764,267.083,268.646,277.169,288.859,302.476,319.871,333.12,343.188,352.803,362.146,373.429,389.546,411.567,422.596,433.776,454.689,474.699,494.659,515.177,534.377,552.87,571.35,589.464,605.014,627.414,654.8,679.799,702.475,722.338,739.739,757.276,776.928,794.802,808.116,827.699,846.936,862.456,875.786,883.015,885.333,894.107,907.11,918.947,928.583,936.273,954.316,969.473,971.371,984.776,995.086,1003.765,1007.71,1013.786,1038.798,1061.734,1068.101,1066.363
166.791,170.894,176.231,184.77,194.455,203.195,209.018,213.456,220.194,227.93,234.809,238.9,242.693,248.92,253.892,258.128,259.062,261.498,264.688,265.982,274.174,285.433,298.739,316.001,329.187,339.192,348.728,357.905,369.06,385.118,407.1,418.05,432.807,453.4,473.233,492.937,513.062,532.014,549.645,567.376,584.864,603.808,627.154,653.961,678.311,700.343,719.894,736.963,753.196,771.374,787.915,804.761,822.613,841.82,857.469,871.052,878.715,881.794,892.169,905.765,917.811,927.384,935.128,952.253,967.48,968.283,981.04,991.194,1000.613,1005.027,1011.164,1036.116,1059.153,1065.985
160.751,164.63,168.704,173.995,182.454,192.128,200.824,206.572,210.911,217.545,225.186,232.584,237.074,240.832,246.948,251.84,256.023,256.873,259.189,262.11,263.115,270.917,281.899,295.098,312.288,325.411,335.345,344.723,353.781,364.886,380.918,402.802,416.809,431.819,452.112,471.763,491.211,510.952,529.652,546.408,563.386,583.405,603.658,626.88,653.099,676.795,698.193,717.445,734.172,749.088,765.794,785.372,800.4,818.226,837.536,853.398,867.335,875.623,880.033,890.898,904.662,916.614,926.237,933.137,950.32,964.522,964.735,977.347,988.185,998.03,1002.501,1008.566,1033.59,1057.085
156.7,158.688,162.543,166.586,171.821,180.277,189.903,198.506,204.154,208.41,214.965,223.022,230.776,235.238,238.902,244.94,249.781,253.875,254.618,256.676,259.32,259.99,267.551,278.444,291.589,308.707,321.758,331.545,340.81,349.827,360.922,376.872,401.197,415.539,430.823,450.809,470.278,489.481,508.835,527.271,543.148,561.674,582.702,603.484,626.573,652.203,675.258,696.035,714.977,731.35,744.952,763.839,781.529,796.537,814.452,833.943,850.102,864.563,873.977,878.805,889.81,903.462,915.459,924.298,931.258,947.493,961.139,961.228,974.468,985.698,995.588,999.952,1006.074,1031.577
154.654,154.661,156.643,160.479,164.48,169.732,178.147,187.668,196.156,201.72,205.925,212.836,221.218,228.936,233.306,236.915,242.901,247.659,251.64,252.14,253.941,256.267,256.751,264.242,275.094,288.182,305.222,318.129,327.815,337.045,346.064,357.095,376.118,399.552,414.252,429.801,449.479,468.777,487.734,506.692,524.86,541.22,560.492,581.964,603.269,626.227,651.281,673.707,693.857,712.476,728.497,743.337,760.267,777.937,793.028,811.112,830.865,847.494,862.965,872.748,877.703,888.6,902.29,913.562,922.454,928.552,944.271,957.79,958.467,972.066,983.332,993.066,997.438,1004.107
153.463,152.563,152.588,154.575,158.379,162.405,167.637,175.941,185.34,193.728,199.248,203.808,211.023,219.369,226.983,231.306,234.882,240.787,245.438,249.173,249.44,250.946,253.101,253.552,261.02,271.823,284.854,301.747,314.561,324.221,333.459,342.429,356.713,375.319,397.884,412.928,428.742,448.125,467.256,485.96,504.513,522.551,539.578,559.268,581.183,603.014,625.853,650.341,672.132,691.642,709.941,726.963,739.8,756.716,774.466,789.727,808.064,828.273,845.882,861.705,871.602,876.47,887.403,900.426,911.746,919.844,925.474,941.071,955.114,956.137,969.763,980.824,990.5,995.48
151.443,151.28,150.412,150.47,152.451,156.279,160.292,165.425,173.613,182.904,191.238,197.128,201.979,209.166,217.406,224.969,229.264,232.777,238.582,242.996,246.497,246.494,247.852,249.968,250.431,257.864,268.627,281.536,298.339,311.125,320.8,329.997,341.877,356.282,374.493,396.175,411.564,427.656,446.751,465.709,484.147,501.971,520.215,537.893,558.004,580.362,602.728,625.455,649.372,670.524,689.395,708.375,723.385,736.216,753.214,771.132,786.647,805.444,826.627,844.581,860.508,870.332,875.238,885.563,898.63,909.219,916.882,922.405,938.475,952.825,953.884,967.252,978.19,988.537
148.599,149.169,149.035,148.219,148.294,150.309,154.125,158.042,163.082,171.166,180.396,189.142,195.287,200.125,207.214,215.408,222.934,227.17,230.613,236.19,240.382,243.61,243.476,244.797,246.919,247.383,254.798,265.46,278.308,295.075,307.871,317.508,329.16,341.282,355.83,373.632,394.428,410.175,426.558,445.358,464.124,481.671,499.287,517.841,536.172,556.702,579.508,602.41,625.026,648.373,668.884,687.752,704.702,719.706,732.626,749.796,767.97,783.959,803.748,825.277,843.331,859.2,869.054,873.41,883.779,896.172,906.353,913.909,919.872,936.225,950.594,951.357,964.543,976.216
145.891,146.261,146.851,146.765,145.975,146.097,148.111,151.831,155.663,160.618,168.64,178.383,187.336,193.453,198.211,205.266,213.431,220.888,225.066,228.312,233.677,237.604,240.686,240.517,241.847,243.967,244.457,251.793,262.411,275.242,292.004,304.752,316.699,328.289,340.674,355.35,372.74,392.664,408.783,425.448,443.93,461.623,478.983,496.572,515.437,534.418,555.368,578.618,602.063,624.571,647.346,667.079,683.874,700.814,715.911,729.017,746.462,765.134,782.175,802.331,823.964,841.99,857.879,867.224,871.627,881.378,893.387,903.459,911.41,917.647,934.022,948.015,948.577,962.55
142.625,143.516,143.903,144.527,144.452,143.711,143.846,145.783,149.418,153.165,158.065,166.755,176.67,185.569,191.599,196.341,203.385,211.486,218.879,222.875,225.939,231.045,234.823,237.846,237.69,239.026,241.171,241.62,248.932,259.54,272.376,289.073,304.03,315.869,327.416,340.05,354.852,371.845,390.909,407.388,424.31,441.375,458.855,476.274,493.831,513.002,532.63,553.995,577.698,601.692,624.091,645.286,662.951,679.733,696.772,712.06,725.47,743.446,763.24,780.677,800.952,822.591,840.632,856.046,865.425,869.264,878.657,890.553,900.976,909.181,915.461,931.399,945.141,946.561
